Date,Open,High,Low,Close,Volume
2024-04-25T08:06:00-04:00,154.37,154.37,154.25,154.301,0.0
2024-04-25T08:08:00-04:00,154.38,154.4,154.24,154.24,0.0
2024-04-25T08:10:00-04:00,154.26,154.31,154.24,154.24,0.0
2024-04-25T08:12:00-04:00,154.33,154.33,154.13,154.15,0.0
2024-04-25T08:14:00-04:00,154.23,154.24,154.13,154.13,0.0
2024-04-25T08:16:00-04:00,154.14,154.18,153.89,154.02,0.0
2024-04-25T08:18:00-04:00,153.94,154.0,153.75,153.99,0.0
2024-04-25T08:20:00-04:00,153.96,154.03,153.92,154.03,0.0
2024-04-25T08:22:00-04:00,154.03,154.11,153.95,153.96,0.0
2024-04-25T08:24:00-04:00,154.0,154.08,153.95,154.05,0.0
2024-04-25T08:26:00-04:00,154.05,154.08,153.95,154.0,0.0
2024-04-25T08:28:00-04:00,154.0,154.3,154.0,154.2,0.0
2024-04-25T08:30:00-04:00,154.26,154.35,153.61,153.61,0.0
2024-04-25T08:32:00-04:00,153.62,153.96,153.42,153.7,0.0
2024-04-25T08:34:00-04:00,153.66,153.99,153.66,153.99,0.0
2024-04-25T08:36:00-04:00,153.99,154.13,153.76,153.83,0.0
2024-04-25T08:38:00-04:00,153.83,153.83,153.5,153.68,0.0
2024-04-25T08:40:00-04:00,153.55,153.66,153.41,153.5,0.0
2024-04-25T08:42:00-04:00,153.53,153.79,153.5015,153.79,0.0
2024-04-25T08:44:00-04:00,153.68,153.95,153.66,153.69,0.0
2024-04-25T08:46:00-04:00,153.68,153.72,153.47,153.65,0.0
2024-04-25T08:48:00-04:00,153.57,153.61,153.25,153.25,0.0
2024-04-25T08:50:00-04:00,153.23,153.33,153.12,153.14,0.0
2024-04-25T08:52:00-04:00,153.18,153.18,152.5501,152.78,0.0
2024-04-25T08:54:00-04:00,152.79,152.8,152.6,152.6531,0.0
2024-04-25T08:56:00-04:00,152.75,152.76,152.6,152.65,0.0
2024-04-25T08:58:00-04:00,152.65,152.73,152.57,152.69,0.0
2024-04-25T09:00:00-04:00,152.71,152.71,152.45,152.54,0.0
2024-04-25T09:02:00-04:00,152.5,152.57,152.4,152.41,0.0
2024-04-25T09:04:00-04:00,152.5,152.56,152.25,152.369,0.0
2024-04-25T09:06:00-04:00,152.3,152.4,152.17,152.2,0.0
2024-04-25T09:08:00-04:00,152.2,152.25,152.17,152.2403,0.0
2024-04-25T09:10:00-04:00,152.25,152.35,152.24,152.3,0.0
2024-04-25T09:12:00-04:00,152.31,152.35,152.16,152.2,0.0
2024-04-25T09:14:00-04:00,152.34,152.34,152.13,152.25,0.0
2024-04-25T09:16:00-04:00,152.29,152.31,152.13,152.23,0.0
2024-04-25T09:18:00-04:00,152.24,152.3,152.03,152.03,0.0
2024-04-25T09:20:00-04:00,152.0997,152.18,152.0,152.18,0.0
2024-04-25T09:22:00-04:00,152.1,152.2,152.05,152.2,0.0
2024-04-25T09:24:00-04:00,152.2,152.2,151.55,151.973,0.0
2024-04-25T09:26:00-04:00,151.9,152.19,151.09,151.48,0.0
2024-04-25T09:28:00-04:00,151.0,151.38,150.6,151.23,0.0
2024-04-25T09:30:00-04:00,151.3300018310547,152.8699951171875,150.8699951171875,151.4499969482422,3348602.0
2024-04-25T09:32:00-04:00,151.4499969482422,151.97000122070312,150.94000244140625,151.19200134277344,987705.0
2024-04-25T09:34:00-04:00,151.1999969482422,152.21499633789062,151.13999938964844,152.19000244140625,728660.0
2024-04-25T09:36:00-04:00,152.19000244140625,152.74000549316406,151.8800048828125,152.6699981689453,700073.0
2024-04-25T09:38:00-04:00,152.63499450683594,152.91000366210938,152.1300048828125,152.5225067138672,609539.0
2024-04-25T09:40:00-04:00,152.5,152.75,152.22000122070312,152.38999938964844,535070.0
2024-04-25T09:42:00-04:00,152.38800048828125,152.66000366210938,151.91990661621094,152.5500030517578,408589.0
2024-04-25T09:44:00-04:00,152.5500030517578,153.0,152.49000549316406,152.97000122070312,530204.0
2024-04-25T09:46:00-04:00,152.9499969482422,153.39999389648438,152.8000030517578,153.3300018310547,488374.0
2024-04-25T09:48:00-04:00,153.3300018310547,153.48500061035156,152.77000427246094,152.82000732421875,404548.0
2024-04-25T09:50:00-04:00,152.789306640625,152.8699951171875,152.39999389648438,152.60000610351562,385684.0
2024-04-25T09:52:00-04:00,152.60000610351562,152.8000030517578,152.47000122070312,152.66000366210938,216806.0
2024-04-25T09:54:00-04:00,152.66000366210938,152.97000122070312,152.5500030517578,152.8699951171875,246836.0
2024-04-25T09:56:00-04:00,152.8800048828125,153.00999450683594,152.39999389648438,152.65289306640625,275243.0
2024-04-25T09:58:00-04:00,152.64999389648438,153.05999755859375,152.52000427246094,152.94000244140625,237369.0
2024-04-25T10:00:00-04:00,152.94000244140625,152.9600067138672,152.4199981689453,152.52499389648438,235087.0
2024-04-25T10:02:00-04:00,152.5175018310547,152.8618927001953,152.3000030517578,152.8618927001953,205700.0
2024-04-25T10:04:00-04:00,152.8800048828125,153.50999450683594,152.8800048828125,153.4698944091797,262891.0
2024-04-25T10:06:00-04:00,153.46929931640625,153.6999969482422,153.3800048828125,153.6199951171875,188921.0
2024-04-25T10:08:00-04:00,153.61000061035156,153.6199951171875,153.27000427246094,153.27999877929688,204347.0
2024-04-25T10:10:00-04:00,153.27000427246094,153.8699951171875,153.25,153.74000549316406,199077.0
2024-04-25T10:12:00-04:00,153.76499938964844,153.97999572753906,153.6501007080078,153.90139770507812,246992.0
2024-04-25T10:14:00-04:00,153.92999267578125,153.9499969482422,153.52000427246094,153.52000427246094,204138.0
2024-04-25T10:16:00-04:00,153.50999450683594,153.6300048828125,153.32000732421875,153.5800018310547,234077.0
2024-04-25T10:18:00-04:00,153.58999633789062,153.7899932861328,153.55999755859375,153.72999572753906,196808.0
2024-04-25T10:20:00-04:00,153.74000549316406,153.86500549316406,153.63999938964844,153.72000122070312,197507.0
2024-04-25T10:22:00-04:00,153.7100067138672,154.18499755859375,153.7100067138672,154.17999267578125,439296.0
2024-04-25T10:24:00-04:00,154.1999969482422,154.38999938964844,154.1199951171875,154.3300018310547,269789.0
2024-04-25T10:26:00-04:00,154.3300018310547,154.4199981689453,154.00999450683594,154.16000366210938,250549.0
2024-04-25T10:28:00-04:00,154.2100067138672,154.57000732421875,154.1699981689453,154.52000427246094,253003.0
2024-04-25T10:30:00-04:00,154.51499938964844,154.77999877929688,154.44500732421875,154.71499633789062,297418.0
2024-04-25T10:32:00-04:00,154.74000549316406,154.74099731445312,154.24000549316406,154.27000427246094,309832.0
2024-04-25T10:34:00-04:00,154.27999877929688,154.3000030517578,153.9174041748047,154.13999938964844,238023.0
2024-04-25T10:36:00-04:00,154.13560485839844,154.60000610351562,154.07000732421875,154.60000610351562,157227.0
2024-04-25T10:38:00-04:00,154.61000061035156,154.83999633789062,154.50999450683594,154.6750030517578,186655.0
2024-04-25T10:40:00-04:00,154.706298828125,154.75,154.3800048828125,154.47999572753906,167729.0
2024-04-25T10:42:00-04:00,154.49000549316406,154.8300018310547,154.36000061035156,154.82000732421875,187180.0
2024-04-25T10:44:00-04:00,154.80999755859375,155.0386962890625,154.72000122070312,154.91000366210938,338080.0
2024-04-25T10:46:00-04:00,154.90499877929688,154.97000122070312,154.4199981689453,154.43499755859375,373868.0
2024-04-25T10:48:00-04:00,154.42999267578125,154.66000366210938,154.4250030517578,154.5399932861328,149419.0
2024-04-25T10:50:00-04:00,154.55499267578125,154.82000732421875,154.55499267578125,154.7899932861328,112107.0
2024-04-25T10:52:00-04:00,154.82000732421875,154.85989379882812,154.44500732421875,154.47999572753906,101625.0
2024-04-25T10:54:00-04:00,154.49200439453125,154.60000610351562,154.4199981689453,154.58999633789062,99547.0
2024-04-25T10:56:00-04:00,154.60000610351562,154.80999755859375,154.57000732421875,154.77499389648438,114035.0
2024-04-25T10:58:00-04:00,154.8000030517578,154.94000244140625,154.67999267578125,154.86000061035156,131713.0
2024-04-25T11:00:00-04:00,154.8300018310547,155.0500030517578,154.80499267578125,154.80499267578125,172435.0
2024-04-25T11:02:00-04:00,154.80499267578125,154.9727020263672,154.77499389648438,154.83999633789062,110863.0
2024-04-25T11:04:00-04:00,154.83999633789062,154.89999389648438,154.7899932861328,154.88499450683594,127181.0
2024-04-25T11:06:00-04:00,154.88999938964844,155.13999938964844,154.69000244140625,155.0800018310547,153929.0
2024-04-25T11:08:00-04:00,155.0800018310547,155.19000244140625,154.91000366210938,155.08999633789062,296630.0
2024-04-25T11:10:00-04:00,155.10000610351562,155.3699951171875,155.0399932861328,155.35000610351562,172135.0
2024-04-25T11:12:00-04:00,155.35000610351562,155.38999938964844,155.21200561523438,155.33999633789062,140659.0
2024-04-25T11:14:00-04:00,155.33999633789062,155.42999267578125,155.1699981689453,155.27999877929688,174454.0
2024-04-25T11:16:00-04:00,155.27000427246094,155.36000061035156,154.96499633789062,154.96499633789062,187041.0
2024-04-25T11:18:00-04:00,154.96499633789062,155.17210388183594,154.94000244140625,154.98660278320312,190351.0
2024-04-25T11:20:00-04:00,154.97999572753906,155.00999450683594,154.8699951171875,154.91000366210938,102231.0
2024-04-25T11:22:00-04:00,154.89999389648438,155.16000366210938,154.89500427246094,155.15249633789062,150039.0
2024-04-25T11:24:00-04:00,155.14500427246094,155.24000549316406,155.06500244140625,155.0966033935547,105076.0
2024-04-25T11:26:00-04:00,155.08999633789062,155.1999969482422,155.05999755859375,155.19000244140625,98652.0
2024-04-25T11:28:00-04:00,155.1999969482422,155.5749969482422,155.1999969482422,155.55999755859375,135240.0
2024-04-25T11:30:00-04:00,155.55999755859375,155.55999755859375,155.30499267578125,155.38999938964844,116855.0
2024-04-25T11:32:00-04:00,155.38999938964844,155.4600067138672,155.3249969482422,155.4499969482422,95381.0
2024-04-25T11:34:00-04:00,155.44000244140625,155.7100067138672,155.3350067138672,155.6699981689453,140868.0
2024-04-25T11:36:00-04:00,155.67999267578125,155.87860107421875,155.64999389648438,155.8699951171875,174493.0
2024-04-25T11:38:00-04:00,155.8800048828125,155.94000244140625,155.7899932861328,155.89999389648438,146893.0
2024-04-25T11:40:00-04:00,155.89999389648438,155.97999572753906,155.77000427246094,155.9539031982422,179785.0
2024-04-25T11:42:00-04:00,155.94000244140625,156.13999938964844,155.94000244140625,156.1300048828125,179683.0
2024-04-25T11:44:00-04:00,156.1320037841797,156.13999938964844,155.83999633789062,155.88999938964844,145586.0
2024-04-25T11:46:00-04:00,155.8699951171875,155.91000366210938,155.69000244140625,155.89999389648438,140653.0
2024-04-25T11:48:00-04:00,155.9199981689453,155.9199981689453,155.6999969482422,155.75,137802.0
2024-04-25T11:50:00-04:00,155.75,155.7899932861328,155.62559509277344,155.7100067138672,214766.0
2024-04-25T11:52:00-04:00,155.73500061035156,155.78500366210938,155.6300048828125,155.74000549316406,88540.0
2024-04-25T11:54:00-04:00,155.7449951171875,156.19000244140625,155.7449951171875,156.0449981689453,139425.0
2024-04-25T11:56:00-04:00,156.03390502929688,156.1300048828125,155.9199981689453,155.9600067138672,143667.0
2024-04-25T11:58:00-04:00,155.9770050048828,156.10000610351562,155.92999267578125,156.05999755859375,111949.0
2024-04-25T12:00:00-04:00,156.0449981689453,156.05999755859375,155.83999633789062,156.0399932861328,148288.0
2024-04-25T12:02:00-04:00,156.03500366210938,156.1199951171875,156.0,156.11000061035156,80272.0
2024-04-25T12:04:00-04:00,156.09500122070312,156.13999938964844,155.84500122070312,155.92999267578125,258664.0
2024-04-25T12:06:00-04:00,155.94000244140625,156.08999633789062,155.82000732421875,155.83999633789062,168624.0
2024-04-25T12:08:00-04:00,155.8300018310547,156.1699981689453,155.82000732421875,155.9949951171875,105544.0
2024-04-25T12:10:00-04:00,155.99000549316406,156.0,155.55999755859375,155.74000549316406,124425.0
2024-04-25T12:12:00-04:00,155.75,155.77000427246094,155.5399932861328,155.55999755859375,123709.0
2024-04-25T12:14:00-04:00,155.58999633789062,155.91000366210938,155.57000732421875,155.73500061035156,119181.0
2024-04-25T12:16:00-04:00,155.75,155.88999938964844,155.72999572753906,155.7899932861328,177377.0
2024-04-25T12:18:00-04:00,155.8000030517578,155.89999389648438,155.75,155.75999450683594,118674.0
2024-04-25T12:20:00-04:00,155.75,156.02999877929688,155.7100067138672,155.9199981689453,126339.0
2024-04-25T12:22:00-04:00,155.92999267578125,156.32000732421875,155.85000610351562,156.30499267578125,385021.0
2024-04-25T12:24:00-04:00,156.2899932861328,156.39999389648438,156.22000122070312,156.27000427246094,202514.0
2024-04-25T12:26:00-04:00,156.27609252929688,156.3061981201172,155.9499969482422,156.02000427246094,148261.0
2024-04-25T12:28:00-04:00,156.0,156.22000122070312,155.97999572753906,156.06500244140625,217584.0
2024-04-25T12:30:00-04:00,156.0749969482422,156.1999969482422,155.99000549316406,156.18499755859375,231611.0
2024-04-25T12:32:00-04:00,156.17129516601562,156.22000122070312,156.0500030517578,156.0800018310547,134848.0
2024-04-25T12:34:00-04:00,156.0800018310547,156.08999633789062,155.97500610351562,155.97500610351562,124247.0
2024-04-25T12:36:00-04:00,155.97500610351562,156.08380126953125,155.86000061035156,155.8800048828125,124489.0
2024-04-25T12:38:00-04:00,155.88999938964844,155.91000366210938,155.77000427246094,155.8300018310547,112671.0
2024-04-25T12:40:00-04:00,155.8249969482422,155.85000610351562,155.6750030517578,155.67999267578125,126977.0
2024-04-25T12:42:00-04:00,155.67999267578125,155.8300018310547,155.64999389648438,155.69500732421875,106374.0
2024-04-25T12:44:00-04:00,155.6999969482422,155.85499572753906,155.6699981689453,155.7899932861328,132924.0
2024-04-25T12:46:00-04:00,155.7899932861328,155.86000061035156,155.69500732421875,155.7899932861328,150258.0
2024-04-25T12:48:00-04:00,155.7899932861328,155.9593048095703,155.7899932861328,155.83999633789062,120088.0
2024-04-25T12:50:00-04:00,155.8300018310547,155.97000122070312,155.75999450683594,155.86500549316406,123139.0
2024-04-25T12:52:00-04:00,155.86500549316406,155.8699951171875,155.52000427246094,155.5500030517578,106400.0
2024-04-25T12:54:00-04:00,155.5449981689453,155.75,155.5399932861328,155.66000366210938,152507.0
2024-04-25T12:56:00-04:00,155.64999389648438,155.72999572753906,155.5449981689453,155.63499450683594,109201.0
2024-04-25T12:58:00-04:00,155.6199951171875,155.66000366210938,155.42999267578125,155.5399932861328,161035.0
2024-04-25T13:00:00-04:00,155.5500030517578,155.67990112304688,155.52999877929688,155.60000610351562,116237.0
2024-04-25T13:02:00-04:00,155.58999633789062,155.72000122070312,155.5399932861328,155.60499572753906,90637.0
2024-04-25T13:04:00-04:00,155.61000061035156,155.67999267578125,155.4633026123047,155.47000122070312,125736.0
2024-04-25T13:06:00-04:00,155.46499633789062,155.5399932861328,155.41000366210938,155.52000427246094,165124.0
2024-04-25T13:08:00-04:00,155.52000427246094,155.57000732421875,155.44000244140625,155.44000244140625,52177.0
2024-04-25T13:10:00-04:00,155.42430114746094,155.42999267578125,155.0800018310547,155.08999633789062,156772.0
2024-04-25T13:12:00-04:00,155.10000610351562,155.19000244140625,155.0601043701172,155.13999938964844,174467.0
2024-04-25T13:14:00-04:00,155.14999389648438,155.19500732421875,155.02499389648438,155.02999877929688,88838.0
2024-04-25T13:16:00-04:00,155.03500366210938,155.36000061035156,155.03500366210938,155.36000061035156,133652.0
2024-04-25T13:18:00-04:00,155.35000610351562,155.4199981689453,155.24009704589844,155.2949981689453,68418.0
2024-04-25T13:20:00-04:00,155.2949981689453,155.3249969482422,155.03500366210938,155.0399932861328,73479.0
2024-04-25T13:22:00-04:00,155.05999755859375,155.27999877929688,155.05999755859375,155.08999633789062,133355.0
2024-04-25T13:24:00-04:00,155.0800018310547,155.2100067138672,155.06649780273438,155.2100067138672,61009.0
2024-04-25T13:26:00-04:00,155.2100067138672,155.48500061035156,155.2100067138672,155.4499969482422,116110.0
2024-04-25T13:28:00-04:00,155.44000244140625,155.55419921875,155.39999389648438,155.5399932861328,60827.0
2024-04-25T13:30:00-04:00,155.55999755859375,155.6999969482422,155.50999450683594,155.6750030517578,139474.0
2024-04-25T13:32:00-04:00,155.6667938232422,155.67999267578125,155.5800018310547,155.5800018310547,69392.0
2024-04-25T13:34:00-04:00,155.5749969482422,155.63999938964844,155.52000427246094,155.61000061035156,91196.0
2024-04-25T13:36:00-04:00,155.60499572753906,155.61000061035156,155.39999389648438,155.4250030517578,52419.0
2024-04-25T13:38:00-04:00,155.4355926513672,155.72000122070312,155.4355926513672,155.67999267578125,114891.0
2024-04-25T13:40:00-04:00,155.6750030517578,155.72000122070312,155.60000610351562,155.64999389648438,96421.0
2024-04-25T13:42:00-04:00,155.69000244140625,155.6999969482422,155.6199951171875,155.64500427246094,73580.0
2024-04-25T13:44:00-04:00,155.6199951171875,155.75010681152344,155.6199951171875,155.72000122070312,141703.0
2024-04-25T13:46:00-04:00,155.72000122070312,155.8699951171875,155.64999389648438,155.7949981689453,80603.0
2024-04-25T13:48:00-04:00,155.7899932861328,155.97999572753906,155.77999877929688,155.77999877929688,75332.0
2024-04-25T13:50:00-04:00,155.77999877929688,155.83999633789062,155.75,155.7998046875,63934.0
2024-04-25T13:52:00-04:00,155.8000030517578,155.9678955078125,155.8000030517578,155.9499969482422,111315.0
2024-04-25T13:54:00-04:00,155.9499969482422,156.06129455566406,155.9001007080078,155.99000549316406,133628.0
2024-04-25T13:56:00-04:00,155.98500061035156,156.09500122070312,155.93499755859375,156.09500122070312,108484.0
2024-04-25T13:58:00-04:00,156.0988006591797,156.1750030517578,156.02000427246094,156.1750030517578,108798.0
2024-04-25T14:00:00-04:00,156.19000244140625,156.24490356445312,156.07000732421875,156.07150268554688,96870.0
2024-04-25T14:02:00-04:00,156.0749969482422,156.1199951171875,156.0399932861328,156.1199951171875,75518.0
2024-04-25T14:04:00-04:00,156.1199951171875,156.2100067138672,156.0800018310547,156.1199951171875,61945.0
2024-04-25T14:06:00-04:00,156.1199951171875,156.19000244140625,156.07000732421875,156.15499877929688,76656.0
2024-04-25T14:08:00-04:00,156.15499877929688,156.22999572753906,156.0800018310547,156.17999267578125,85813.0
2024-04-25T14:10:00-04:00,156.18499755859375,156.3300018310547,156.08999633789062,156.2899932861328,86460.0
2024-04-25T14:12:00-04:00,156.2899932861328,156.44000244140625,156.2899932861328,156.4250030517578,79989.0
2024-04-25T14:14:00-04:00,156.4250030517578,156.47500610351562,156.38009643554688,156.39500427246094,94329.0
2024-04-25T14:16:00-04:00,156.39500427246094,156.49000549316406,156.3101043701172,156.3249969482422,87756.0
2024-04-25T14:18:00-04:00,156.3300018310547,156.4199981689453,156.22999572753906,156.29600524902344,467676.0
2024-04-25T14:20:00-04:00,156.3000030517578,156.32000732421875,156.1999969482422,156.22500610351562,148772.0
2024-04-25T14:22:00-04:00,156.25,156.3350067138672,156.09500122070312,156.14500427246094,154568.0
2024-04-25T14:24:00-04:00,156.1300048828125,156.14500427246094,155.9499969482422,156.00999450683594,186138.0
2024-04-25T14:26:00-04:00,156.0,156.08999633789062,155.91000366210938,155.9499969482422,141145.0
2024-04-25T14:28:00-04:00,155.94500732421875,155.97000122070312,155.6699981689453,155.69000244140625,234543.0
2024-04-25T14:30:00-04:00,155.6699981689453,155.83999633789062,155.66000366210938,155.80999755859375,105628.0
2024-04-25T14:32:00-04:00,155.8000030517578,155.94000244140625,155.7899932861328,155.85000610351562,129219.0
